ID_OSM,Tên đường,Loại đường,Bề mặt,Số làn,Độ cao trung bình (m),Ghi chú độ cao,One way,Tốc độ tối đa
way/612171138,Hẻm 5 Đường số 27,residential,concrete,,,4 samples,,
way/612171139,Hẻm 350/13 Lê Đức Thọ,residential,,,,5 samples,,
way/612171140,Hẻm 350/13/4 Lê Đức Thọ,residential,,,,3 samples,,
way/612171141,Hẻm 350/15 Lê Đức Thọ,residential,,,,3 samples,,
way/612171142,Hẻm 350/25 Lê Đức Thọ,residential,,,,6 samples,,
way/612171143,Hẻm 350/39 Lê Đức Thọ,residential,,,,2 samples,,
way/612171144,Hẻm 350/47 Lê Đức Thọ,residential,,,,2 samples,,
way/612171145,Hẻm 350/55 Lê Đức Thọ,residential,,,,2 samples,,
way/612171146,Hẻm 350/61 Lê Đức Thọ,residential,,,,4 samples,,
way/612171148,Không tên,residential,concrete,,,2 samples,,
way/612171149,Hẻm 155 Đường số 28,residential,,,,4 samples,,
way/612171150,Hẻm 165/57 Đường Số 28,residential,,,,2 samples,,
way/612171151,Không tên,residential,,,,5 samples,,
way/612171152,Hẻm 185 Đường số 28,residential,,,,3 samples,,
way/612171153,Không tên,residential,,,,2 samples,,
way/612171157,Hẻm 88 Đường số 27,residential,,,,3 samples,,
way/612171160,Hẻm 86/5/2 Đường số 27,residential,,,,3 samples,,
way/612171162,Hẻm 86/5/10 Đường số 27,residential,,,,2 samples,,
way/612171165,Hẻm 86/5/16 Đường số 27,residential,,,,2 samples,,
way/612171169,Đường số 28,residential,asphalt,,,11 samples,,
way/612171172,Hẻm 180/38 Đường số 28,residential,,,,2 samples,,
way/612171174,Hẻm 180/34 Đường số 28,residential,,,,2 samples,,
way/612185511,Hẻm 350/18/68 Lê Đức Thọ,residential,,,,4 samples,,
way/612185515,Hẻm 350/18/40 Lê Đức Thọ,residential,,,,3 samples,,
way/612185520,Hẻm 350/18/24 Lê Đức Thọ,residential,,,,3 samples,,
way/612185524,Hẻm 350/38 Lê Đức Thọ,residential,,,,2 samples,,
way/612185528,Hẻm 350/66 Lê Đức Thọ,residential,,,,2 samples,,
way/612185532,Không tên,residential,,,,4 samples,,
way/612185536,Hẻm 350/54/47 Lê Đức Thọ,residential,,,,3 samples,,
way/612185539,Hẻm 272 Lê Đức Thọ,residential,asphalt,2,,3 samples,,
way/612185543,Hẻm 26 Nguyễn Văn Lượng,residential,asphalt,,,2 samples,,
way/612185548,Hẻm 14 Nguyễn Văn Lượng,residential,asphalt,,,4 samples,,
way/612185558,Nguyễn Văn Lượng,residential,asphalt,2,,9 samples,,
way/612185562,Hẻm 8 Nguyễn Văn Lượng,residential,concrete,,,3 samples,,
way/612185564,Hẻm 234/71 Lê Đức Thọ,residential,,,,2 samples,,
way/612185572,Hẻm 234/53 Lê Đức Thọ,residential,,,,2 samples,,
way/612185575,Hẻm 234/12 Lê Đức Thọ,residential,,,,2 samples,,
way/612185577,Hẻm 208 Lê Đức Thọ,residential,concrete,,,6 samples,,
way/612185580,Hẻm 496/25/1 Dương Quảng Hàm,residential,,,,2 samples,,
way/612185583,Hẻm 496/63/52 Dương Quảng Hàm,residential,,,,2 samples,,
way/612185586,Hẻm 496/46/7 Dương Quảng Hàm,residential,,,,2 samples,,
way/612185589,Hẻm 496/29 Dương Quảng Hàm,residential,,,,2 samples,,
way/612185592,Hẻm 496/46/6 Dương Quảng Hàm,residential,,,,2 samples,,
way/612185593,Hẻm 496/44 Dương Quảng Hàm,residential,,,,3 samples,,
way/612185594,Hẻm 143/2 Phạm Huy Thông,residential,,,,2 samples,,
way/612185597,Hẻm 234/11 Lê Đức Thọ,residential,,,,3 samples,,
way/612666356,Hẻm 20 Phạm Huy Thông,residential,asphalt,,,2 samples,,
way/612666365,Không tên,residential,asphalt,2,,10 samples,,
way/612666372,Hẻm 404 Phan Văn Trị,residential,asphalt,2,,5 samples,,
way/612666380,Đường Tú Mỡ,residential,asphalt,2,,9 samples,,
way/612666386,Hẻm 126 Nguyễn Du,residential,,,,3 samples,,
way/612666388,Hẻm 106 Nguyễn Du,residential,,,,2 samples,,
way/612666392,Hẻm 82 Đường Nguyễn Du,residential,,,,3 samples,,
way/612666393,Hẻm 43/27 Tú Mỡ,residential,,,,2 samples,,
way/612666394,Hẻm 43 Đường Tú Mỡ,residential,concrete,1,,10 samples,,
way/612666395,Hẻm 43/17 Tú Mỡ,residential,,,,2 samples,,
way/612666396,Hẻm 72/1 Nguyễn Du,residential,,,,4 samples,,
way/612666397,Hẻm 72 Nguyễn Du,residential,,,,7 samples,,
way/612666398,Hẻm 43/6 Tú Mỡ,residential,,,,2 samples,,
way/612666400,Hẻm 241 Nguyễn Thái Sơn,residential,asphalt,,,11 samples,,
way/612666401,Hẻm 42 Đường Tú Mỡ,residential,concrete,1,,7 samples,,
way/612666402,Hẻm 201/56 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/612666403,Hẻm 263/17 Nguyễn Thái Sơn,residential,,,,5 samples,,
way/612666404,Hẻm 263/25 Nguyễn Thái Sơn,residential,,,,7 samples,,
way/612666405,Hẻm 263/21 Nguyễn Thái Sơn,residential,,,,5 samples,,
way/612666407,Hẻm 263/36 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/612666408,Hẻm 241/17 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/612666409,Hẻm 241/12 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/612666410,Hẻm 241/8 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/612666412,Hẻm 263/41 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/612666413,Hẻm 263/37 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/612666414,Hẻm 10 Đường Tú Mỡ,residential,asphalt,,,5 samples,,
way/612666415,Hẻm 2/9 Tú Mỡ,residential,,,,4 samples,,
way/612666416,Hẻm 2 Đường Tú Mỡ,residential,concrete,1,,14 samples,,
way/612666417,Hẻm 2/15 Tú Mỡ,residential,,,,2 samples,,
way/612666419,Hẻm 201/23 Nguyễn Thái Sơn,residential,,,,8 samples,,
way/612666422,Hẻm 201/12 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/612666424,Hẻm 201/3 Nguyễn Thái Sơn,residential,,,,6 samples,,
way/612666428,Hẻm 201/4 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/612666431,Hẻm 201/2 Nguyễn Thái Sơn,residential,,,,5 samples,,
way/612666435,Hẻm 201/3/3 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/612666447,Hẻm 36/3 Đường Nguyễn Du,residential,,,,8 samples,,
way/612666455,Hẻm 36/7 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666462,Hẻm 36/13 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666466,Hẻm 36/15 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666469,Hẻm 36/17 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666472,Hẻm 36/2 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666474,Hẻm 36/4 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666479,Hẻm 36/10 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666482,Hẻm 34/18 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666484,Hẻm 34/16 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666487,Hẻm 34/12 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666489,Hẻm 18 Đường Nguyễn Du,residential,asphalt,,,8 samples,,
way/612666492,Hẻm 34/2 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666494,Hẻm 34/4 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666497,Hẻm 34/8 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666499,Hẻm 34/10 Đường Nguyễn Du,residential,,,,2 samples,,
way/612666502,Hẻm 18/4 Đường Nguyễn Du,residential,,,,3 samples,,
way/612666504,Hẻm 6 Đường Nguyễn Du,residential,concrete,1,,3 samples,,
way/612666507,Hẻm 218 Nguyễn Văn Nghi,residential,,,,5 samples,,
way/612666517,Hẻm 199 Nguyễn Thái Sơn,residential,asphalt,,,5 samples,,
way/612666524,Hẻm 250 Đường số 6,residential,,,,3 samples,,
way/612682583,Hẻm 185 Nguyễn Thái Sơn,residential,,,,6 samples,,
way/612682587,Hẻm 185/13 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/612682617,Hẻm 248/3 Phạm Ngũ Lão,residential,,,,2 samples,,
way/612682622,Hẻm 206/1 Phạm Ngũ Lão,residential,,,,2 samples,,
way/612682624,Hẻm 206/9 Phạm Ngũ Lão,residential,,,,2 samples,,
way/612682672,Hẻm 75 Nguyễn Văn Nghi,residential,concrete,1,,3 samples,,
way/612682673,Hẻm 101 Nguyễn Văn Nghi,residential,concrete,1,,2 samples,,
way/612682677,Hẻm 107 Nguyễn Văn Nghi,residential,concrete,1,,2 samples,,
way/612682683,Hẻm 129/54 Nguyễn Văn Nghi,residential,,,,2 samples,,
way/612682685,Hẻm 151 Nguyễn Văn Nghi,residential,asphalt,,,2 samples,,
way/612682687,Hẻm 169 Đường Nguyễn Văn Nghi,residential,concrete,,,2 samples,,
way/612682689,Hẻm 218 Đường số 6,residential,,,,6 samples,,
way/612682695,Hẻm 129/57 Nguyễn Văn Nghi,residential,,,,7 samples,,
way/612682699,Hẻm 129/57 Nguyễn Văn Nghi,residential,,,,3 samples,,
way/612682716,Hẻm 384 Nguyễn Văn Nghi,residential,concrete,,,10 samples,,
way/612682720,Hẻm 372 Nguyễn Văn Nghi,residential,concrete,,,5 samples,,
way/612682722,Hẻm 368 Nguyễn Văn Nghi,residential,concrete,,,5 samples,,
way/612682725,Hẻm 368 Nguyễn Văn Nghi,residential,,,,5 samples,,
way/612682729,Hẻm 334/21 Nguyễn Văn Nghi,residential,,,,4 samples,,
way/615258431,Hẻm 334/24 Nguyễn Văn Nghi,residential,,,,4 samples,,
way/615258433,Hẻm 334/31 Nguyễn Văn Nghi,residential,,,,4 samples,,
way/615258435,Hẻm 334/25 Nguyễn Văn Nghi,residential,,,,5 samples,,
way/615258437,Hẻm 334/41 Nguyễn Văn Nghi,residential,,,,2 samples,,
way/615258438,Hẻm 334/51 Nguyễn Văn Nghi,residential,,,,6 samples,,
way/615258440,Hẻm 334/57 Nguyễn Văn Nghi,residential,,,,3 samples,,
way/615258441,Hẻm 334/67/15 Nguyễn Văn Nghi,residential,,,,3 samples,,
way/615258442,Hẻm 805/24 Phan Văn Trị,residential,,,,2 samples,,
way/615258446,Hẻm 334 Nguyễn Văn Nghi,residential,asphalt,,,11 samples,,
way/615258450,19/5 Đường Số 7,residential,,,,6 samples,,
way/615258452,Hẻm 27 Đường số 7,residential,,,,7 samples,,
way/615258454,Hẻm 35 Đường số 7,residential,,,,6 samples,,
way/615258455,Hẻm 35/3 Đường số 7,residential,,,,5 samples,,
way/615258456,Hẻm 35/6 Đường số 7,residential,,,,4 samples,,
way/615258458,Hẻm 55 Đường số 7,residential,,,,8 samples,,
way/615258460,Hẻm 55/18 Đường số 7,residential,,,,3 samples,,
way/615258461,Hẻm 55/24 Đường số 7,residential,,,,2 samples,,
way/615258463,Hẻm 61 Đường số 7,residential,,,,2 samples,,
way/615258464,Hẻm 805/1 Phan Văn Trị,residential,,,,6 samples,,
way/615258465,Hẻm 42 Đường số 7,residential,,,,6 samples,,
way/615258467,Hẻm 58 Đường số 7,residential,,,,11 samples,,
way/615258468,Hẻm 58/10 Đường số 7,residential,,,,5 samples,,
way/615258469,Hẻm 42/3 Đường số 7,residential,,,,2 samples,,
way/615258471,Hẻm 70 Đường số 7,residential,,,,2 samples,,
way/615258473,Hẻm 14 Đường số 7,residential,,,,11 samples,,
way/615258474,Hẻm 93 Đường Nguyễn Du,residential,,,,10 samples,,
way/615258477,Hẻm 14/12 Đường số 7,residential,,,,4 samples,,
way/615258478,Hẻm 14/42 Đường số 7,residential,,,,5 samples,,
way/615258481,Hẻm 288 Nguyễn Văn Nghi,residential,concrete,1,,6 samples,,
way/615258482,Hẻm 274/7 Nguyễn Văn Nghi,residential,,,,4 samples,,
way/615258484,Hẻm 260 Nguyễn Văn Nghi,residential,concrete,1,,11 samples,,
way/615258485,Hẻm 274/12 Nguyễn Văn Nghi,residential,,,,2 samples,,
way/615258486,Hẻm 244 Nguyễn Văn Nghi,residential,concrete,1,,2 samples,,
way/615258488,Hẻm 103 Đường Nguyễn Du,residential,,,,6 samples,,
way/615258489,Hẻm 103/6 Đường Nguyễn Du,residential,,,,2 samples,,
way/615258490,Hẻm 93/16 Đường Nguyễn Du,residential,,,,5 samples,,
way/615258492,Hẻm 93/10 Đường Nguyễn Du,residential,,,,4 samples,,
way/615258493,Hẻm 93/8 Đường Nguyễn Du,residential,,,,2 samples,,
way/615258495,Hẻm 244 Nguyễn Văn Nghi,residential,,,,3 samples,,
way/615258497,Hẻm 9/18 Đường Nguyễn Du,residential,,,,5 samples,,
way/615258498,Hẻm 15/19 Nguyễn Du,residential,,,,2 samples,,
way/615258499,Hẻm 15/13 Đường Nguyễn Du,residential,,,,4 samples,,
way/615258501,Hẻm 302/17 Nguyễn Văn Nghi,residential,,,,2 samples,,
way/615258502,Hẻm 302/13 Nguyễn Văn Nghi,residential,,,,3 samples,,
way/615258503,Hẻm 15/42 Nguyễn Du,residential,,,,4 samples,,
way/615258504,Hẻm 15/24 Nguyễn Du,residential,,,,3 samples,,
way/615258505,Hẻm 47 Đường Nguyễn Du,residential,concrete,1,,7 samples,,
way/615258506,Hẻm 47/4 Đường Nguyễn Du,residential,,,,2 samples,,
way/615258507,Hẻm 69 Đường Nguyễn Du,residential,,,,3 samples,,
way/615270102,Hẻm 401/17 Đường Nguyễn Văn Khối,residential,,,,3 samples,,
way/615270103,Hẻm 401/8 Đường Nguyễn Văn Khối,residential,,,,3 samples,,
way/615270105,Hẻm 401/34 Đường Nguyễn Văn Khối,residential,,,,3 samples,,
way/615270107,Hẻm 401/51 Đường Nguyễn Văn Khối,residential,,,,2 samples,,
way/615270108,Hẻm 401/51 Đường Nguyễn Văn Khối,residential,,,,4 samples,,
way/618298162,Hẻm 307/16 Đường số 10,residential,,,,2 samples,,
way/618298164,Hẻm 307/7 Đường số 10,residential,,,,3 samples,,
way/618298165,Hẻm 307/11/2 đường số 10,residential,,,,4 samples,,
way/618298166,Hẻm 289 Đường số 10,residential,,,,2 samples,,
way/618298167,Hẻm 101 Đường số 21,residential,asphalt,,,5 samples,,
way/618298168,Hẻm 101/3 Đường số 21,residential,,,,2 samples,,
way/618298169,Hẻm 91/1 Đường số 21,residential,,,,2 samples,,
way/618298171,Hẻm 54/9 Đường số 21,residential,,,,3 samples,,
way/618298172,Hẻm 54/15 Đường số 21,residential,,,,2 samples,,
way/618298173,Hẻm 54/15 Đường số 21,residential,,,,3 samples,,
way/618298174,Hẻm 225 Nguyễn Văn Khối,residential,,,,3 samples,,
way/618298178,Hẻm 209/24 Nguyễn Văn Khối,residential,,,,2 samples,,
way/618298179,Hẻm 209/24 Nguyễn Văn Khối,residential,,,,3 samples,,
way/618298180,Hẻm 54/47 Nguyễn Văn Khối,residential,,,,2 samples,,
way/618298181,Hẻm 872/115 Quang Trung,residential,,,,2 samples,,
way/618298182,Hẻm 193 Đường số 10,residential,,,,2 samples,,
way/618298183,Không tên,residential,,,,2 samples,,
way/618298184,Không tên,residential,,,,2 samples,,
way/618298185,Hẻm 171 Lê Văn Thọ,residential,asphalt,,,5 samples,,
way/618298186,Hẻm 153/31/2 Lê Văn Thọ,residential,,,,4 samples,,
way/618298187,Hẻm 74 Đường số 19,residential,,,,3 samples,,
way/618298188,Hẻm 42 Đường số 19,residential,,,,6 samples,,
way/618298189,Hẻm 91/13 Đường số 18,residential,,,,3 samples,,
way/618298190,Hẻm 54/6 Đường số 21,residential,,,,3 samples,,
way/618298191,Hẻm 54/26 Đường số 21,residential,,,,3 samples,,
way/618298192,Hẻm 872/51 Quang Trung,residential,,,,2 samples,,
way/618298193,Hẻm 872/56 Quang Trung,residential,,,,3 samples,,
way/618460825,Hẻm 43 Đường số 21,residential,asphalt,2,,5 samples,,
way/618460830,Hẻm 43/17 Đường số 14,residential,,,,2 samples,,
way/618460837,Hẻm 998/42/15 Quang Trung,residential,,,,5 samples,,
way/618460839,Hẻm 972/24 Quang Trung,residential,,,,2 samples,,
way/618460841,Hẻm 972/25 Quang Trung,residential,,,,2 samples,,
way/618460843,Hẻm 972/32 Quang Trung,residential,,,,3 samples,,
way/618460845,Hẻm 954/31 Quang Trung,residential,,,,3 samples,,
way/618470354,Hẻm 22/6 Đường số 21,residential,,,,3 samples,,
way/618470355,Hẻm 22/34 Đường số 21,residential,,,,2 samples,,
way/618470356,Hẻm 22/34 Đường số 21,residential,,,,3 samples,,
way/618470357,Hẻm 22/64 Đường số 21,residential,,,,2 samples,,
way/618470358,Hẻm 872/25 Quang Trung,residential,,,,2 samples,,
way/618470359,Hẻm 896 Quang Trung,residential,asphalt,,,5 samples,,
way/618470360,Hẻm 888 Quang Trung,residential,asphalt,,,6 samples,,
way/618470361,Hẻm 878 Quang Trung,residential,asphalt,,,2 samples,,
way/618470362,Không tên,residential,,,,2 samples,,
way/618470363,Hẻm 61/15 Đường số 19,residential,,,,3 samples,,
way/618470364,Hẻm 39/32 Đường số 19,residential,,,,2 samples,,
way/618470365,Hẻm 39/4 Đường số 19,residential,,,,3 samples,,
way/618470366,Hẻm 872/2 Quang Trung,residential,,,,2 samples,,
way/618470367,Hẻm 856 Quang Trung,residential,asphalt,,,6 samples,,
way/618470368,Hẻm 828 Quang Trung,residential,asphalt,,,2 samples,,
way/618470369,Hẻm 91/9 Đường số 18,residential,,,,4 samples,,
way/618470370,Hẻm 45/1 Đường số 18,residential,,,,6 samples,,
way/618470371,Hẻm 14 Đường số 19,residential,,,,4 samples,,
way/618470372,Hẻm 790 Quang Trung,residential,concrete,,,11 samples,,
way/618470374,Hẻm 806 Quang Trung,residential,asphalt,,,5 samples,,
way/618470375,Hẻm 806 Quang Trung,residential,,,,3 samples,,
way/618470376,Hẻm 16/37 Đường số 18,residential,,,,3 samples,,
way/618470385,Hẻm 16 Đường số 18,residential,,,,4 samples,,
way/618470388,Hẻm 34 Đường số 18,residential,concrete,1,,2 samples,,
way/618470391,Hẻm 69 Lê Văn Thọ,residential,asphalt,,,4 samples,,
way/618470394,Hẻm 69/27 Lê Văn Thọ,residential,,,,2 samples,,
way/618470408,Hẻm 25/27 Lê Văn Thọ,residential,,,,2 samples,,
way/618470411,Hẻm 25/27 Lê Văn Thọ,residential,,,,4 samples,,
way/618470413,Hẻm 69 Lê Văn Thọ,residential,asphalt,,,2 samples,,
way/618470415,Hẻm 69 Lê Văn Thọ,residential,,,,3 samples,,
way/618470418,Hẻm 83 Lê Văn Thọ,residential,concrete,,,2 samples,,
way/618470420,Hẻm 38/13 Đường số 18,residential,,,,3 samples,,
way/618470422,Hẻm 103/15 Đường số 18,residential,,,,2 samples,,
way/623271758,Hẻm 710/6 Phan Văn Trị,residential,,,,2 samples,,
way/623271761,Hẻm 209 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/623271763,Không tên,residential,,,,2 samples,,
way/623271764,Không tên,residential,concrete,,,3 samples,,
way/623271765,Không tên,residential,,,,2 samples,,
way/623271766,Hẻm 1179/1 Phan Văn Trị,residential,,,,2 samples,,
way/623271771,Hẻm 340/2 Quang Trung,residential,,,,2 samples,,
way/623290700,Hẻm 525/1 Quang Trung,residential,,,,3 samples,,
way/623290702,Hẻm 547 Quang Trung,residential,asphalt,,,11 samples,,
way/623290703,Hẻm 557 Quang Trung,residential,concrete,,,3 samples,,
way/623290704,Hẻm 565 Quang Trung,residential,concrete,,,11 samples,,
way/623290705,Hẻm 525/9 Quang Trung,residential,,,,3 samples,,
way/623290708,Hẻm 58/5 Thống Nhất,residential,,,,2 samples,,
way/623290709,Hẻm 525/9 Quang Trung,residential,,,,6 samples,,
way/623290710,Hẻm 525/9/21 Quang Trung,residential,,,,9 samples,,
way/623290713,Hẻm 58/4 Thống Nhất,residential,,,,2 samples,,
way/623290715,Hẻm 499/44/6 Quang Trung,residential,,,,2 samples,,
way/623290717,Hẻm 499/44/25 Quang Trung,residential,,,,2 samples,,
way/623290718,Hẻm 499/44/29 Quang Trung,residential,,,,2 samples,,
way/623290720,Hẻm 499/6/50 Quang Trung,residential,,,,2 samples,,
way/623290722,Hẻm 499/6/81 Quang Trung,residential,,,,5 samples,,
way/623290723,Hẻm 499/6/79 Quang Trung,residential,,,,3 samples,,
way/623290725,Hẻm 58/46 Thống Nhất,residential,,,,6 samples,,
way/623290726,Hẻm 8 Thống Nhất,residential,,,,5 samples,,
way/623290727,Hẻm 8 Thống Nhất,residential,,,,2 samples,,
way/623290728,Hẻm 30/8/16 Thống Nhất,residential,,,,4 samples,,
way/623290729,Hẻm 30/8/22 Thống Nhất,residential,,,,3 samples,,
way/623290730,Hẻm 30/18 Thống Nhất,residential,,,,10 samples,,
way/623480312,Hẻm 58/46/18 Thống Nhất,residential,,,,2 samples,,
way/623480315,Hẻm 58/66 Thống Nhất,residential,,,,3 samples,,
way/623480317,Hẻm 58/66 Thống Nhất,residential,,,,3 samples,,
way/623480319,Hẻm 58/74 Thống Nhất,residential,,,,2 samples,,
way/623480323,Hẻm 499/6/101 Quang Trung,residential,,,,2 samples,,
way/623480326,Hẻm 499/6/144 Quang Trung,residential,,,,3 samples,,
way/623480328,Hẻm 417/69 Quang Trung,residential,,,,2 samples,,
way/623480330,Hẻm 417/95/88 Quang Trung,residential,,,,6 samples,,
way/623480331,Hẻm 417/95/88 Quang Trung,residential,,,,3 samples,,
way/623480332,Hẻm 417/62 Quang Trung,residential,,,,4 samples,,
way/623480333,Hẻm 417/89 Quang Trung,residential,,,,4 samples,,
way/623480334,Hẻm 417/96 Quang Trung,residential,,,,4 samples,,
way/623480335,Hẻm 417/88 Quang Trung,residential,,,,3 samples,,
way/623480336,Hẻm 417/82 Quang Trung,residential,,,,2 samples,,
way/623480337,Hẻm 417/64 Quang Trung,residential,,,,4 samples,,
way/623480338,Hẻm 417/26/13 Quang Trung,residential,,,,2 samples,,
way/623480339,Hẻm 417/26/2 Quang Trung,residential,,,,3 samples,,
way/623480341,Không tên,residential,asphalt,,,6 samples,,
way/623480342,Hẻm 429 Quang Trung,residential,asphalt,,,6 samples,,
way/623480343,Hẻm 445/2 Quang Trung,residential,,,,3 samples,,
way/623480344,Hẻm 445/2/2 Quang Trung,residential,,,,8 samples,,
way/623480346,Hẻm 499/11/12 Quang Trung,residential,,,,4 samples,,
way/623480347,Hẻm 417/69/38/14 Quang Trung,residential,,,,4 samples,,
way/623480348,Hẻm 417/69/38 Quang Trung,residential,,,,6 samples,,
way/623480349,Hẻm 417/69/48 Quang Trung,residential,,,,5 samples,,
way/623480350,Hẻm 417/49/54 Quang Trung,residential,,,,2 samples,,
way/623480351,Hẻm 417/49/51 Quang Trung,residential,,,,2 samples,,
way/623480353,Không tên,residential,,,,2 samples,,
way/623480354,Hẻm 417/49 Quang Trung,residential,,,,2 samples,,
way/623480356,Hẻm 417/69/19 Quang Trung,residential,,,,4 samples,,
way/623480357,Hẻm 417/49/28 Quang Trung,residential,,,,7 samples,,
way/623480359,Không tên,residential,,,,2 samples,,
way/623480361,Hẻm 417/49/45 Quang Trung,residential,,,,3 samples,,
way/623480362,Hẻm 417/23/62 Quang Trung,residential,,,,4 samples,,
way/623480364,Hẻm 417/23/46 Quang Trung,residential,,,,2 samples,,
way/623480366,Hẻm 417/23/63 Quang Trung,residential,,,,5 samples,,
way/623480368,Hẻm 417/23/51 Quang Trung,residential,,,,2 samples,,
way/623480370,Hẻm 417/29 Quang Trung,residential,,,,2 samples,,
way/623480371,Hẻm 417/6 Quang Trung,residential,,,,3 samples,,
way/623480377,Hẻm 417/23/37 Quang Trung,residential,,,,2 samples,,
way/623480395,Hẻm 312/2/2 Quang Trung,residential,asphalt,,,5 samples,,
way/623480404,Hẻm 50/11 Đường Quang Trung,residential,,,,2 samples,,
way/623480406,Hẻm 50/4 Đường Quang Trung,residential,,,,2 samples,,
way/623480408,Hẻm 82/2 Quang Trung,residential,,,,4 samples,,
way/623480410,Hẻm 106/2 Quang Trung,residential,,,,2 samples,,
way/623480412,Hẻm 85 Quang Trung,residential,asphalt,,,6 samples,,
way/623480414,Hẻm 129 Quang Trung,residential,asphalt,,,6 samples,,
way/623480415,Không tên,residential,,,,2 samples,,
way/623480421,Hẻm 107/4 Quang Trung,residential,,,,5 samples,,
way/623480423,Hẻm 107/8/19 Quang Trung,residential,,,,4 samples,,
way/623480425,Hẻm 107/8/14 Đường Quang Trung,residential,,,,3 samples,,
way/623480427,Hẻm 107/12 Quang Trung,residential,,,,5 samples,,
way/623480428,Hẻm 133/48/7 Quang Trung,residential,,,,4 samples,,
way/623480430,Hẻm 133/60 Quang Trung,residential,,,,2 samples,,
way/623480432,Hẻm 107/100 Quang Trung,residential,,,,6 samples,,
way/623480436,Không tên,residential,,,,3 samples,,
way/623480437,Hẻm 213 Quang Trung,residential,asphalt,,,8 samples,,
way/623480439,Hẻm 213/1 Quang Trung,residential,,,,4 samples,,
way/623480441,Hẻm 213/2 Quang Trung,residential,,,,6 samples,,
way/623495749,Hẻm 275/133 Quang Trung,residential,,,,3 samples,,
way/623495750,Hẻm 275/59 Quang Trung,residential,,,,10 samples,,
way/623495753,Hẻm 275/75/69 Quang Trung,residential,,,,4 samples,,
way/623495754,Hẻm 275/53 Quang Trung,residential,,,,2 samples,,
way/623495759,Hẻm 275/35 Quang Trung,residential,,,,3 samples,,
way/623715559,Hẻm 379/48 Quang Trung,residential,,,,2 samples,,
way/623715561,Hẻm 379/41 Quang Trung,residential,,,,4 samples,,
way/623715563,Hẻm 327/28 Quang Trung,residential,,,,5 samples,,
way/623715565,Hẻm 327/38 Quang Trung,residential,,,,6 samples,,
way/623715567,Hẻm 327/42 Quang Trung,residential,,,,2 samples,,
way/623715569,Hẻm 327/44 Quang Trung,residential,,,,2 samples,,
way/623715574,Hẻm 327/26 Quang Trung,residential,,,,8 samples,,
way/623715576,Hẻm 327/14 Quang Trung,residential,,,,4 samples,,
way/623715579,Hẻm 327/4 Quang Trung,residential,,,,3 samples,,
way/623715584,Hẻm 327/2 Quang Trung,residential,,,,5 samples,,
way/623715589,Hẻm 353/4 Quang Trung,residential,,,,2 samples,,
way/623715591,Hẻm 327/4 Quang Trung,residential,,,,2 samples,,
way/623715594,Hẻm 327/5 Quang Trung,residential,,,,7 samples,,
way/623715596,Hẻm 313/2 Quang Trung,residential,,,,2 samples,,
way/623715598,Hẻm 327/19 Quang Trung,residential,,,,2 samples,,
way/623715603,Hẻm 133/36/40 Quang Trung,residential,,,,2 samples,,
way/623715604,Hẻm 133/36/46 Quang Trung,residential,,,,2 samples,,
way/623715606,Hẻm 213/1/17 Quang Trung,residential,,,,3 samples,,
way/623715609,Hẻm 133/36/103 Quang Trung,residential,,,,2 samples,,
way/623715611,Không tên,residential,,,,2 samples,,
way/623715613,Hẻm 133/36/30 Quang Trung,residential,,,,2 samples,,
way/623715615,Hẻm 133/36/30 Quang Trung,residential,,,,8 samples,,
way/623715617,Hẻm 133/10 Quang Trung,residential,,,,2 samples,,
way/623715618,Hẻm 133/10 Quang Trung,residential,,,,9 samples,,
way/623745534,Hẻm 241 Đường số 1,residential,asphalt,,,2 samples,,
way/623745539,Hẻm 6 Đường số 4,residential,,,,3 samples,,
way/623745540,Hẻm 348 Đường số 8,residential,asphalt,,,2 samples,,
way/623745542,Hẻm 215 Đường số 1,residential,asphalt,,,4 samples,,
way/623745544,Hẻm 187 Đường Số 1,residential,asphalt,,,2 samples,,
way/623745545,Hẻm 175/12 Đường số 1,residential,,,,2 samples,,
